,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
0,b-1,I ca n't imagine a better-written treatment of the subject .,treatment of the subject,better-written,content,general,positive,strong,i,author,,
1,b-2,"I really like it.Be forewarned ( as other reviews have noted ) , this book sets up Magician 's End and you will not be particularly satisfied with the ending without keeping this in mind .",book,really like it,book,general,positive,strong,I,author,,
2,,,ending,,book,general,negative,strong,you will not be particularly satisfied,reader,without keeping this in mind,
3,,,book,,book,general,positive,average,other reviews have noted,reader,,
4,b-3,"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",Christian beliefs,,religion,general,negative,strong,,author,sexual abuse,
5,,,courageous exit,courageous,action,general,positive,strong,,author,,
6,b-4,If you 're into Diana books I 'd keep this one last after you 've read the rest .,,keep this one last,book,general,positive,strong,,author,after you've read the rest,
7,,,diana books,,content,genre,positive,strong,,author,,
8,b-6,"The truth is , I felt the character 's journey was really a tough one to plod through at points , but ultimately satifying .",character's journey,tough one to plod through,story,narrative,negative,strong,I,author,,
9,,,character's journey,satifying,story,narrative,positive,strong,I,author,,
10,b-7,OMG this book had my head spinning .,book,had my head spinning,book,general,positive,strong,,author,,
11,b-10,"Still , it was good to finish the series finally and there was some escape into the magical world ... just not as much fun to read as I had hoped .",series,good,book,general,positive,weak,,author,,
12,,,magical world,,content,genre,positive,weak,,author,,
13,,,reading,not as much fun to read as I had hoped,book,general,negative,strong,,author,,
14,b-11,"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",book,great deal,book,educational_value,positive,strong,,author,,
15,,,cancer the disease,,cancer,general,neutral,,,author,,
16,,,cancer the disease,,cancer,general,neutral,,,author,,
17,,,cancer the disease,,cancer,general,neutral,,,author,,
18,,,cancer the disease,,cancer,general,neutral,,,author,,
19,,,cancer the disease,,cancer,general,neutral,,,author,,N
20,b-12,Highly recommend this book .,,recommend,book,general,positive,strong,,author,,
21,b-13,"However , if you want more details about the man in general , his family , his struggles over the years , then I would suggest Roasting in Hell 's Kitchen .",man in general,I would suggest,book,general,positive,strong,I,author,,
22,,,family,,family,general,positive,average,,author,,
23,,,struggles over the years,,struggles,general,positive,average,,author,,
24,,,book,I would suggest,book,general,positive,strong,I,author,,
25,b-14,"There is also the issue of whether various treatments were actually extending the lifespans of those afflicted , which was also not as simple as one might think.While the above discussion of science and statistics might make this book seem dreadfully boring , this is n't the case .",treatments,not as simple as one might think,treatment,effectiveness,neutral,average,,author,,
26,,,book,dreadfully boring,book,general,negative,strong,,author,,
27,,,book,,book,general,positive,strong,,author,,
28,b-15,"Here , we see that aspect of the tale really expanded upon , elevating a lackluster minor plot thread to a level of significance worthy of Midkemia 's final chapter .",aspect of the tale,really expanded upon,story,narrative,positive,strong,,author,,elevating a lackluster minor plot thread to a level of significance worthy of Midkemia's final chapter
29,,,lackluster minor plot thread,lackluster,plot,narrative,negative,strong,,author,,elevating a lackluster minor plot thread to a level of significance worthy of Midkemia's final chapter
30,,,level of significance worthy of Midkemia's final chapter,worthy of,chapter,narrative,positive,strong,,author,,elevating a lackluster minor plot thread to a level of significance worthy of Midkemia's final chapter
31,b-16,"The writing in particular is disapointing : unsophisticated , almost juvenile in comparison to earlier volumes .",writing,disapointing,content,literary_quality,negative,strong,,author,"unsophisticated, almost juvenile in comparison to earlier volumes",
32,b-17,Loved the book .,book,loved,book,general,positive,strong,,author,,
33,b-18,Sad tale of just how easy it is for these abused children to get lost in the welfare system .,welfare system,sad,welfare system,operational_performance,negative,strong,,author,,
34,,,abused children,,children,demographic,negative,strong,,author,,
35,,,easy,,process,operational_performance,negative,strong,,author,,
36,b-19,And then we about hit rock bottom with The Demonwar Saga .,The Demonwar Saga,hit rock bottom,book,general,negative,strong,we,author,,
37,b-20,Not that there is no humour the author has the ability to bring an ironic touch to the darkest scenes but this is not a crime novel for the faint hearted .,humour,,book,general,negative,strong,,author,,
38,,,ability to bring an ironic touch,,author,general,positive,average,,author,,
39,,,crime novel for the faint hearted,,book,general,negative,strong,,author,,
40,b-20,The 3 lady 's courage can be found to be inspirational & a lesson to us all .,courage,inspirational,lady,personal_characteristic,positive,strong,,author,,
41,,,lesson,,,,,,,,,
42,b-26,"For an avid Diana fan , the innocent day-to-day insight is appreciated , however , certain facts should not have been revealed .",day-to-day insight,appreciated,book,general,positive,weak,,author,,
43,,,certain facts,should not have been revealed,book,general,negative,strong,,author,,
44,b-22,"I have had this on my shelf for several years for intended reading : Had I appreciated what a compelling narrative Mukherjee sets out , and how well he tells it , I would have read it much sooner.As there are numerous , good reviews of this exceptional book , I will not pile on , except to say that this is a comprehensive and detailed treatment for the non-expert , that manages to explain the science ( and some of the politics ) with clarity , while providing a compelling and often moving narrative .",compelling narrative,sets out,book,general,positive,strong,I,author,,
45,,,comprehensive and detailed treatment,manages to explain,book,general,positive,strong,I,author,,
46,,,science,explain,book,operational_performance,positive,average,I,author,,
47,,,politics,explain,book,operational_performance,positive,average,I,author,,
48,,,compelling narrative,sets out,book,general,positive,strong,I,author,,
49,,,moving narrative,sets out,book,general,positive,strong,I,author,,
50,h-1,The location is unbeatable and the rooftop was beyond spectacular .,location,unbeatable,location,general,positive,strong,,author,,
51,,,rooftop,beyond spectacular,rooftop,general,positive,strong,,author,,
52,h-2,The room was very comfortable and the bathroom connected to the room was a great addition .,room,very comfortable,room,comfort,positive,strong,,author,,
53,,,bathroom,great addition,bathroom,convenience,positive,average,,author,,
54,h-3,It 's a good place and will definitely consider to come again .,place,good,location,general,positive,average,,author,,
55,,,coming again,definitely consider,location,general,positive,strong,,author,,
56,h-4,"There is a grocery store a 15 min walk away , which was easy to walk from with a few groceries for breakfasts and snacks .",grocery store,easy to walk from,store,accessibility,positive,average,,author,,
57,,,grocery store,,store,operational_performance,positive,weak,,author,,
58,,,grocery store,,store,operational_performance,positive,weak,,author,,
59,,,grocery store,,store,operational_performance,positive,weak,,author,,
60,,,grocery store,,store,operational_performance,positive,weak,,author,,
61,,,grocery store,,store,operational_performance,positive,weak,,author,,
62,h-5,"The apartment is kept very clean , and nicely furnished .",apartment,very clean,apartment,cleanliness,positive,strong,,landlord,,
63,,,apartment,nicely furnished,apartment,furnishing,positive,strong,,landlord,,
64,h-6,Really great location close to so many restaurants .,location,great,hotel,location,positive,strong,really,author,,close to so many restaurants
65,,,restaurants,,dining,location,positive,average,,author,,close to so many restaurants
66,h-7,"Oine was a terrific host - very responsive by text and email , and thoughtful with her preparation of the apartment , which was spotless and nicely decorated , and feels like home .",host,terrific,person,interpersonal_skills,positive,strong,oine,person,,
67,,,preparation of the apartment,thoughtful,person,interpersonal_skills,positive,average,oine,person,,
68,,,apartment,spotless,apartment,cleanliness,positive,strong,oine,person,,
69,,,apartment,nicely decorated,apartment,aesthetic appeal,positive,average,oine,person,,
70,,,apartment,feels like home,apartment,comfort,positive,strong,oine,person,,
71,h-8,Excellent space in a fantastic location .,space,excellent,accommodation,general,positive,strong,,author,,
72,,,location,fantastic,accommodation,general,positive,strong,,author,,
73,h-9,Tiffany 's apartment space is the perfect spot if you 're staying in Boston .,apartment space,perfect spot,apartment,general,positive,strong,,author,,
74,h-10,By far one of the best locations you could stay at in Boston .,location,best,hotel,general,positive,strong,,author,,
75,h-11,Everything was super clean .,everything,super clean,,general,positive,strong,,author,,
76,h-13,Entry was simple and easy .,entry,simple and easy,interface,usability,positive,strong,,author,,
77,h-14,Great location close to the Commons .,location,great,place,accessibility,positive,strong,,author,,
78,h-16,"My hosts made me feel welcome the second I entered the home , helping me carry my items upstairs , explaining where everything was and offering me breakfast and coffee in the morning .",welcome,feel welcome,home,hospitality,positive,strong,my hosts,hosts,,
79,,,breakfast,offering me breakfast,food,hospitality,positive,average,my hosts,hosts,,
80,,,coffee,offering me coffee,beverage,hospitality,positive,average,my hosts,hosts,,
81,h-17,This location does not have a kitchen and you must share a bathroom .,kitchen,,accommodation,general,negative,strong,,author,,
82,,,bathroom,must share,accommodation,general,negative,strong,,author,,
83,h-19,The hit was the rooftop which allowed for 360 degree views which was perfect for the 70-80 degree weather we were enjoying .,rooftop,perfect,location,scenic_view,positive,strong,,author,70-80 degree weather,
84,h-20,I highly recommend it !,,highly recommend,book,general,positive,strong,i,author,,
85,h-24,Excellent location for exploring Boston .,location,excellent,boston,general,positive,strong,,author,,
86,h-21,Best location in Boston .,location,best,location,general,positive,strong,,author,,
87,h-28,Great attention to detail and very good communication,attention to detail,great,service,operational_performance,positive,strong,,author,,
88,,,communication,very good,service,operational_performance,positive,strong,,author,,
89,c-1,I enjoy dancing with these shoes on my feet .,dancing,enjoy,shoes,operational_performance,positive,strong,i,author,,
90,c-2,Super crinoline for the price !,crinoline,super,product,quality,positive,strong,,author,for the price,
91,c-3,The transition option is nice too so you can wear them as leggings .,transition option,nice,product,usability,positive,weak,,author,,
92,,,leggings,,product,general,positive,strong,,author,,
93,c-4,They hold up great !,,great,product,general,positive,strong,,author,,
94,c-5,I have always worn LifeStride shoes but was disappointed when they were not leather and they were made in China .,LifeStride shoes,disappointed,product,material,negative,strong,i,author,,
95,,,LifeStride shoes,,product,origin,negative,strong,i,author,,
