,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
0,b-1,I ca n't imagine a better-written treatment of the subject .,,better-written,book,general,positive,strong,i,author,,
1,,,,better-written,book,general,positive,strong,i,author,,N/A.
2,b-2,"I really like it.Be forewarned ( as other reviews have noted ) , this book sets up Magician 's End and you will not be particularly satisfied with the ending without keeping this in mind .",book,really like it,book,general,positive,strong,i,author,,
3,,,ending,,ending,operational_performance,negative,weak,,author,,"as other reviews have noted, this book sets up Magician's End and you will not be particularly satisfied with the ending without keeping this in mind. "
4,b-3,"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",Christian beliefs,,religion,beliefs,,,,author,,
5,,,sexual abuse,,abuse,abuse,,,,author,,
6,,,courageous exit,courageous,exit,action,positive,strong,,author,,
7,b-4,If you 're into Diana books I 'd keep this one last after you 've read the rest .,diana books,,book,general,positive,strong,,author,,
8,b-6,"The truth is , I felt the character 's journey was really a tough one to plod through at points , but ultimately satifying .",character's journey,tough one to plod through,story,narrative_structure,negative,weak,I,author,,
9,,,character's journey,satifying,story,narrative_structure,positive,strong,I,author,,
10,b-7,OMG this book had my head spinning .,book,had my head spinning,book,general,positive,strong,,author,,
11,b-10,"Still , it was good to finish the series finally and there was some escape into the magical world ... just not as much fun to read as I had hoped .",series,good,series,operational_performance,positive,weak,,author,,
12,,,magical world,,content,genre,positive,weak,,author,,
13,,,reading,as I had hoped,reading,operational_performance,positive,weak,I,author,,
14,,,reading,not as much fun to read,reading,operational_performance,negative,weak,I,author,,
15,b-11,"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",,great deal,book,general,positive,strong,,author,,
16,,,,great deal,book,general,positive,strong,,author,,
17,,,,great deal,book,general,positive,strong,,author,,
18,,,,great deal,book,general,positive,strong,,author,,
19,,,,great deal,book,general,positive,strong,,author,,
20,,,,great deal,book,general,positive,strong,,author,,
21,b-12,Highly recommend this book .,,highly recommend,book,general,positive,strong,,author,,
22,,,,highly recommend,book,general,positive,strong,,author,,N/A.
23,b-13,"However , if you want more details about the man in general , his family , his struggles over the years , then I would suggest Roasting in Hell 's Kitchen .",man in general,I would suggest,book,general,positive,strong,I,author,,
24,,,family,,man,personal,positive,weak,,author,,
25,,,struggles over the years,,man,personal,positive,weak,,author,,
26,,,book,,Roasting in Hell's Kitchen,general,positive,strong,I,author,,
27,b-14,"There is also the issue of whether various treatments were actually extending the lifespans of those afflicted , which was also not as simple as one might think.While the above discussion of science and statistics might make this book seem dreadfully boring , this is n't the case .",issue of whether various treatments were actually extending the lifespans of those afflicted,not as simple as one might think,treatment,effectiveness,neutral,average,,author,,
28,,,book,dreadfully boring,book,general,negative,strong,,author,,
29,,,book,,book,general,positive,strong,,author,,
30,b-15,"Here , we see that aspect of the tale really expanded upon , elevating a lackluster minor plot thread to a level of significance worthy of Midkemia 's final chapter .",aspect of the tale,really expanded upon,story,plot development,positive,strong,we,author,,elevating a lackluster minor plot thread to a level of significance worthy of Midkemia's final chapter
31,b-16,"The writing in particular is disapointing : unsophisticated , almost juvenile in comparison to earlier volumes .",writing,disapointing,content,literary_quality,negative,strong,,author,"unsophisticated, almost juvenile in comparison to earlier volumes",
32,b-17,Loved the book .,,loved,book,general,positive,strong,,author,,
33,b-18,Sad tale of just how easy it is for these abused children to get lost in the welfare system .,welfare system,sad tale,welfare system,operational_performance,negative,strong,,author,,
34,,,welfare system,sad tale,welfare system,operational_performance,negative,strong,,author,,
35,b-19,And then we about hit rock bottom with The Demonwar Saga .,The Demonwar Saga,hit rock bottom,book,general,negative,strong,we,author,,
36,,,The Demonwar Saga,hit rock bottom,book,general,negative,strong,we,author,,
37,b-20,Not that there is no humour the author has the ability to bring an ironic touch to the darkest scenes but this is not a crime novel for the faint hearted .,humour,,book,general,neutral,,,author,,
38,,,ability to bring an ironic touch,,author,writing_style,positive,weak,,author,,
39,,,crime novel,,book,genre,negative,strong,,author,,
40,,,faint hearted,,reader,general,negative,strong,,author,,
41,b-20,The 3 lady 's courage can be found to be inspirational & a lesson to us all .,courage,inspirational,lady's courage,personal_characteristic,positive,strong,,author,,
42,,,lesson,a lesson,lesson,personal_characteristic,positive,weak,,author,,
43,,,courage,inspirational,lady's courage,personal_characteristic,positive,strong,,author,,
44,,,lesson,a lesson,lesson,personal_characteristic,positive,weak,,author,,
45,b-26,"For an avid Diana fan , the innocent day-to-day insight is appreciated , however , certain facts should not have been revealed .",day-to-day insight,appreciated,book,content,positive,weak,an avid diana fan,fan,,
46,,,certain facts,should not have been revealed,book,content,negative,strong,an avid diana fan,fan,however,
47,b-22,"I have had this on my shelf for several years for intended reading : Had I appreciated what a compelling narrative Mukherjee sets out , and how well he tells it , I would have read it much sooner.As there are numerous , good reviews of this exceptional book , I will not pile on , except to say that this is a comprehensive and detailed treatment for the non-expert , that manages to explain the science ( and some of the politics ) with clarity , while providing a compelling and often moving narrative .",compelling narrative,compelling,book,general,positive,strong,I,author,,
48,,,Mukherjee sets out,sets out,book,general,positive,strong,I,author,,
49,,,science,explain the science,book,operational_performance,positive,average,I,author,,
50,,,politics,provide a compelling and often moving narrative,book,operational_performance,positive,average,I,author,,
51,,,book,exceptional,book,general,positive,strong,"numerous, good reviews",reviewer,,
52,,,book,comprehensive and detailed treatment,book,operational_performance,positive,strong,I,author,,
53,h-1,The location is unbeatable and the rooftop was beyond spectacular .,location,unbeatable,location,general,positive,strong,,author,,
54,,,rooftop,beyond spectacular,rooftop,operational_performance,positive,strong,,author,,
55,h-2,The room was very comfortable and the bathroom connected to the room was a great addition .,room,very comfortable,room,operational_performance,positive,strong,,author,,
56,,,bathroom,great addition,bathroom,operational_performance,positive,strong,,author,,
57,h-3,It 's a good place and will definitely consider to come again .,place,good,location,general,positive,strong,,author,,
58,,,coming again,definitely consider,action,general,positive,strong,,author,,
59,h-4,"There is a grocery store a 15 min walk away , which was easy to walk from with a few groceries for breakfasts and snacks .",grocery store,easy to walk from,store,accessibility,positive,weak,,author,,
60,,,grocery store,a 15 min walk away,store,location,neutral,,,author,,
61,,,grocery store,a 15 min walk away,store,location,neutral,,,author,,
62,,,grocery store,a 15 min walk away,store,location,neutral,,,author,,
63,,,grocery store,a 15 min walk away,store,location,neutral,,,author,,
64,h-5,"The apartment is kept very clean , and nicely furnished .",apartment,very clean,apartment,cleanliness,positive,strong,,author,,
65,,,apartment,nicely furnished,apartment,furnishing,positive,strong,,author,,
66,h-6,Really great location close to so many restaurants .,location,great,location,operational_performance,positive,strong,,author,,
67,,,restaurants,,restaurants,general,positive,weak,,author,,
68,h-7,"Oine was a terrific host - very responsive by text and email , and thoughtful with her preparation of the apartment , which was spotless and nicely decorated , and feels like home .",host,terrific,person,hospitality,positive,strong,oine,person,,
69,,,responsiveness,very responsive,person,communication,positive,strong,oine,person,,
70,,,preparation,thoughtful,person,hospitality,positive,average,oine,person,,
71,,,cleanliness,spotless,apartment,cleanliness,positive,strong,oine,person,,
72,,,decoration,nicely decorated,apartment,aesthetics,positive,average,oine,person,,
73,,,apartment,feels like home,apartment,comfort,positive,strong,oine,person,,
74,h-8,Excellent space in a fantastic location .,space,excellent,location,operational_performance,positive,strong,,author,,
75,h-9,Tiffany 's apartment space is the perfect spot if you 're staying in Boston .,apartment space,perfect spot,apartment,location,positive,strong,,author,,
76,h-10,By far one of the best locations you could stay at in Boston .,,one of the best,location,general,positive,strong,,author,,
77,,,,one of the best,location,general,positive,strong,,author,,
78,h-11,Everything was super clean .,,super clean,,,positive,strong,,,,
79,h-13,Entry was simple and easy .,entry,simple and easy,,,positive,strong,,author,,
80,h-14,Great location close to the Commons .,location,great,location,operational_performance,positive,strong,,author,,
81,h-16,"My hosts made me feel welcome the second I entered the home , helping me carry my items upstairs , explaining where everything was and offering me breakfast and coffee in the morning .",welcome,feel welcome,home,hospitality,positive,strong,my hosts,host,,
