,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
0,b-1,I ca n't imagine a better-written treatment of the subject .,,better-written,book,general,positive,strong,i,author,,
1,b-2,"I really like it.Be forewarned ( as other reviews have noted ) , this book sets up Magician 's End and you will not be particularly satisfied with the ending without keeping this in mind .",,really like it,book,general,positive,strong,i,author,,
2,,,ending,,book,plot,negative,strong,,author,as other reviews have noted,you will not be particularly satisfied with the ending without keeping this in mind. ### Annotation Instructions
3,b-3,"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",Christian beliefs,,religion,general,negative,strong,,author,sexual abuse,
4,,,courageous exit,courageous,action,general,positive,strong,,author,,
5,b-4,If you 're into Diana books I 'd keep this one last after you 've read the rest .,,keep,book,general,positive,strong,,author,,
6,b-6,"The truth is , I felt the character 's journey was really a tough one to plod through at points , but ultimately satifying .",character's journey,tough one to plod through,story,narrative,negative,strong,I,author,,
7,,,character's journey,satifying,story,narrative,positive,strong,I,author,,
8,b-7,OMG this book had my head spinning .,,had my head spinning,book,general,positive,strong,,author,,
9,b-10,"Still , it was good to finish the series finally and there was some escape into the magical world ... just not as much fun to read as I had hoped .",series,good,book,general,positive,average,,author,,
10,,,magical world,,content,genre,positive,weak,,author,,
11,b-11,"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",,great deal,book,general,positive,strong,,author,,
12,,,cancer the disease,,disease,general,positive,strong,,author,,
13,,,cancer the disease,,disease,general,positive,strong,,author,,
14,,,its treatment,,treatment,general,positive,strong,,author,,
15,,,not being at all didactic in the patronizing sense,,book,general,positive,strong,,author,,
16,b-12,Highly recommend this book .,,recommend,book,general,positive,strong,,author,,
17,b-13,"However , if you want more details about the man in general , his family , his struggles over the years , then I would suggest Roasting in Hell 's Kitchen .",man in general,I would suggest,book,general,positive,strong,I,author,,
18,,,family,,family,general,positive,average,,author,,
19,,,struggles over the years,,struggles,general,positive,average,,author,,
20,,,book,,book,general,positive,strong,I,author,,
