,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
0,b-1,I ca n't imagine a better-written treatment of the subject .,treatment of the subject,better-written,content,general,positive,strong,i,author,,
1,b-2,"I really like it.Be forewarned ( as other reviews have noted ) , this book sets up Magician 's End and you will not be particularly satisfied with the ending without keeping this in mind .",,really like,book,general,positive,strong,i,author,,
2,,,ending,not be particularly satisfied,book,plot,negative,average,,author,without keeping this in mind,sets up Magician's End
3,b-3,"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",christian beliefs,,content,theme,neutral,,,author,,
4,,,sexual abuse,,content,theme,negative,strong,,author,,
5,,,courageous exit,courageous,content,theme,positive,strong,,author,,
6,b-4,If you 're into Diana books I 'd keep this one last after you 've read the rest .,diana books,,book,general,positive,strong,,author,if you're into diana books,
7,,,this one,,book,general,positive,strong,,author,after you've read the rest,
8,b-6,"The truth is , I felt the character 's journey was really a tough one to plod through at points , but ultimately satifying .",character's journey,tough,story,plot,negative,strong,,author,,at points
9,,,character's journey,ultimately satifying,story,plot,positive,strong,,author,,
10,b-7,OMG this book had my head spinning .,book,had my head spinning,book,general,positive,strong,,author,,
11,b-10,"Still , it was good to finish the series finally and there was some escape into the magical world ... just not as much fun to read as I had hoped .",finish the series,good,series,general,positive,weak,,author,,
12,,,escape into the magical world,some,content,genre,positive,weak,,author,,
13,,,fun to read,not as much,content,entertainment,negative,weak,,author,,
14,b-11,"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",book,teaches the reader a great deal,book,educational_value,positive,strong,,author,not being at all didactic in the patronizing sense,
15,,,book,not being at all didactic in the patronizing sense,book,tone,positive,weak,,author,,
16,b-12,Highly recommend this book .,,highly recommend,book,general,positive,strong,,author,,
17,b-13,"However , if you want more details about the man in general , his family , his struggles over the years , then I would suggest Roasting in Hell 's Kitchen .",roasting in hell's kitchen,,book,general,positive,strong,,author,"if you want more details about the man in general, his family, his struggles over the years",
18,b-14,"There is also the issue of whether various treatments were actually extending the lifespans of those afflicted , which was also not as simple as one might think.While the above discussion of science and statistics might make this book seem dreadfully boring , this is n't the case .",various treatments,extending the lifespans,treatments,effectiveness,positive,weak,,author,,
19,,,book,dreadfully boring,content,entertainment_value,negative,strong,,author,,
