,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
0,b-1,I ca n't imagine a better-written treatment of the subject .,treatment of the subject,better-written,book,quality,positive,strong,i,reader,,
1,b-2,"I really like it.Be forewarned ( as other reviews have noted ) , this book sets up Magician 's End and you will not be particularly satisfied with the ending without keeping this in mind .",,really like,book,general,positive,strong,i,reader,,
2,,,ending,not particularly satisfied,book,plot,negative,average,,reader,without keeping this in mind,this book sets up Magician 's End
3,b-3,"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",mix of christian beliefs mixed with sexual abuse,,,,negative,strong,,,,
4,,,courageous exit,courageous,exit,quality,positive,average,,,,
5,b-4,If you 're into Diana books I 'd keep this one last after you 've read the rest .,this one,keep this one last,book,reading_order,negative,average,you,reader,after you 've read the rest,
6,b-6,"The truth is , I felt the character 's journey was really a tough one to plod through at points , but ultimately satifying .",character's journey,tough one to plod through,character,plot,negative,strong,i,reader,at points,
7,,,character's journey,ultimately satifying,character,plot,positive,strong,i,reader,,
8,b-7,OMG this book had my head spinning .,,head spinning,book,general,positive,strong,,author,,
9,b-10,"Still , it was good to finish the series finally and there was some escape into the magical world ... just not as much fun to read as I had hoped .",series,good to finish,series,general,positive,average,it,author,,
10,,,magical world,escape into,world,experience,positive,average,,author,,
11,,,series,not as much fun to read as I had hoped,series,readability,negative,strong,i,author,,
12,b-11,"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",book,teaches the reader a great deal,book,educational_value,positive,strong,,author,while not being at all didactic in the patronizing sense,
13,b-12,Highly recommend this book .,,Highly recommend,book,general,positive,strong,,author,,
14,b-13,"However , if you want more details about the man in general , his family , his struggles over the years , then I would suggest Roasting in Hell 's Kitchen .",Roasting in Hell 's Kitchen,suggest,book,recommendation,positive,average,i,author,,"want more details about the man in general , his family , his struggles over the years"
15,b-14,"There is also the issue of whether various treatments were actually extending the lifespans of those afflicted , which was also not as simple as one might think.While the above discussion of science and statistics might make this book seem dreadfully boring , this is n't the case .",treatments,extending the lifespans,treatments,effectiveness,positive,average,,author,,whether various treatments were actually extending the lifespans of those afflicted
16,,,book,n't the case,book,general,positive,strong,,author,,While the above discussion of science and statistics might make this book seem dreadfully boring
17,b-15,"Here , we see that aspect of the tale really expanded upon , elevating a lackluster minor plot thread to a level of significance worthy of Midkemia 's final chapter .",aspect of the tale,"really expanded upon , elevating",plot,narrative_quality,positive,strong,we,reader,,elevating a lackluster minor plot thread to a level of significance worthy of Midkemia 's final chapter
18,b-16,"The writing in particular is disapointing : unsophisticated , almost juvenile in comparison to earlier volumes .",writing,disapointing,book,style,negative,strong,,author,,"unsophisticated , almost juvenile in comparison to earlier volumes"
