,id,raw_text,aspect_term,sentiment_expression,target_entity,aspect_category,sentiment_polarity,sentiment_intensity,opinion_holder_span,opinion_holder_entity,opinion_qualifier,opinion_reason
0,b-1,I ca n't imagine a better-written treatment of the subject .,,better-written,book,general,positive,strong,i,author,,
1,b-2,"I really like it.Be forewarned ( as other reviews have noted ) , this book sets up Magician 's End and you will not be particularly satisfied with the ending without keeping this in mind .",,really like,book,general,positive,strong,i,author,,
2,,,ending,not be particularly satisfied,book,plot,negative,average,other reviews,author,without keeping this in mind,this book sets up Magician's End
3,,,,be forewarned,book,general,neutral,strong,other reviews,author,,this book sets up Magician's End
4,b-3,"A mix of the Christian beliefs mixed with sexual abuse , followed by a courageous exit .",courageous exit,courageous,exit,general,positive,strong,,author,,
5,,,sexual abuse,,abuse,general,negative,strong,,author,,
6,,,Christian beliefs,,beliefs,general,neutral,weak,,author,,
7,,,mix,,beliefs,general,neutral,weak,,author,,
8,,,followed,,exit,general,neutral,weak,,author,,
9,,,A mix of the Christian beliefs mixed with sexual abuse,,beliefs,general,negative,strong,,author,,
10,b-4,If you 're into Diana books I 'd keep this one last after you 've read the rest .,,keep this one last,book,general,positive,weak,you,reader,after you've read the rest,
11,,,,into,diana books,general,positive,weak,you,reader,,
12,b-6,"The truth is , I felt the character 's journey was really a tough one to plod through at points , but ultimately satifying .",character's journey,tough one to plod through,story,plot,negative,strong,i,author,at points,
13,,,character's journey,ultimately satifying,story,plot,positive,strong,i,author,,
14,b-7,OMG this book had my head spinning .,,had my head spinning,book,general,positive,strong,,author,,
15,b-10,"Still , it was good to finish the series finally and there was some escape into the magical world ... just not as much fun to read as I had hoped .",finish the series,good,book,general,positive,weak,i,author,finally,
16,,,escape into the magical world,some,book,general,positive,weak,i,author,,
17,,,fun to read,not as much,book,general,negative,average,i,author,as i had hoped,
18,b-11,"And while not being at all didactic in the patronizing sense , the book teaches the reader a great deal about cancer the disease and its treatment .",,teaches the reader a great deal,book,general,positive,strong,,author,,
19,,,not being at all didactic in the patronizing sense,not being at all didactic in the patronizing sense,book,general,positive,strong,,author,,
20,,,teaches the reader a great deal,teaches the reader a great deal,book,educational_value,positive,strong,,author,,
21,,,a great deal,a great deal,cancer the disease and its treatment,general,positive,strong,,author,,
22,,,a great deal,a great deal,cancer the disease and its treatment,educational_value,positive,strong,,author,,
